768.0,432.0,129.5,95.0
768.0,432.0,129.5,96.5
768.0,432.0,124.0,94.0
768.0,432.0,128.5,96.5
768.0,432.0,126.0,94.0
768.0,432.0,125.0,90.5
768.0,432.0,128.0,103.5
768.0,432.0,125.5,89.0
768.0,50.0,130.0,96.5
768.0,50.0,137.0,104.0
768.0,50.0,124.5,90.5
768.0,50.0,135.0,99.0
768.0,50.0,136.0,102.0
768.0,50.0,127.5,89.0
768.0,50.0,131.0,93.5
768.0,50.0,136.0,99.5
768.0,50.0,139.5,100.5
768.0,50.0,127.0,91.5
1486.0,50.0,144.5,102.5
1486.0,50.0,142.0,100.5
1486.0,50.0,141.5,99.0
1486.0,50.0,143.0,102.5
1486.0,50.0,138.5,95.5
1486.0,50.0,135.0,96.0
1486.0,50.0,141.5,98.0
1486.0,50.0,144.0,100.5
1486.0,50.0,135.0,96.5
1486.0,50.0,138.0,96.5
1486.0,814.0,137.0,105.0
1486.0,814.0,136.5,111.5
1486.0,814.0,136.5,111.5
1486.0,814.0,139.0,113.0
1486.0,814.0,134.5,98.5
1486.0,814.0,143.5,113.0
1486.0,814.0,145.5,117.0
1486.0,814.0,145.5,117.0
1486.0,814.0,135.5,107.0
1486.0,814.0,135.5,107.0
1486.0,814.0,138.5,112.5
1486.0,814.0,133.5,100.0
768.0,814.0,143.0,117.0
768.0,814.0,136.5,108.5
768.0,814.0,136.5,108.5
768.0,814.0,141.0,110.0
768.0,814.0,141.0,110.0
50.0,432.0,131.5,108.5
50.0,432.0,129.5,106.5
50.0,432.0,129.5,106.5
50.0,432.0,129.5,112.0
50.0,432.0,133.0,109.5
50.0,432.0,133.0,109.5
50.0,432.0,132.5,111.0
50.0,432.0,132.5,111.0
50.0,432.0,133.0,108.0
50.0,432.0,131.0,107.5
50.0,432.0,128.5,107.5
50.0,432.0,128.5,107.5
50.0,432.0,131.5,108.0
50.0,432.0,131.5,108.0
50.0,432.0,132.5,107.5
50.0,432.0,129.5,112.5
50.0,432.0,129.5,112.5
50.0,50.0,133.5,100.5
50.0,50.0,134.5,102.0
50.0,50.0,133.0,98.0
50.0,50.0,133.0,98.0
50.0,50.0,136.5,100.5
50.0,50.0,132.5,101.5
50.0,50.0,132.5,101.5
50.0,50.0,134.0,108.0
50.0,50.0,137.0,102.5
50.0,50.0,127.0,98.0
50.0,50.0,127.0,98.0
50.0,50.0,126.0,97.0
50.0,50.0,130.5,98.5
50.0,50.0,130.5,98.5
50.0,50.0,130.0,96.5
50.0,50.0,130.0,96.5
50.0,50.0,127.5,99.0
50.0,50.0,132.5,98.0
50.0,50.0,132.0,116.0
50.0,814.0,133.0,108.5
50.0,814.0,128.0,103.0
50.0,814.0,140.5,112.5
50.0,814.0,146.0,110.5
50.0,814.0,133.5,109.5
50.0,814.0,131.5,111.0
50.0,814.0,131.5,111.0
50.0,814.0,133.0,103.5
50.0,814.0,133.0,103.5
50.0,814.0,130.5,112.0
50.0,814.0,137.5,180.0
1486.0,432.0,144.0,111.5
1486.0,432.0,143.0,107.0
1486.0,432.0,144.5,106.0
1486.0,432.0,150.0,109.5
1486.0,432.0,145.0,109.0
1486.0,432.0,145.5,108.5
1486.0,432.0,152.5,113.0
1486.0,432.0,136.0,98.5
1486.0,432.0,136.0,98.5
1486.0,432.0,145.0,106.0
1486.0,432.0,145.0,106.0
1486.0,432.0,146.5,111.0
1486.0,432.0,146.5,111.0
1486.0,432.0,139.5,102.5
1486.0,432.0,139.5,102.5
1486.0,432.0,144.0,108.5
1486.0,432.0,144.0,108.5
1486.0,432.0,145.5,110.0
1486.0,432.0,145.5,110.0
1486.0,432.0,146.5,107.0
1486.0,432.0,146.5,107.0
1486.0,432.0,145.0,106.0
1486.0,432.0,145.0,106.0
1486.0,432.0,140.0,106.5
1486.0,432.0,127.0,93.0
1486.0,432.0,127.0,93.0
1486.0,432.0,125.5,107.5
1486.0,432.0,125.5,107.5
1486.0,432.0,141.0,106.0
1246.6666666666667,50.0,145.5,106.5
768.0,50.0,140.0,98.5
768.0,814.0,135.0,93.0
50.0,50.0,128.5,96.0
50.0,50.0,130.0,92.0
50.0,50.0,149.0,110.0
1486.0,814.0,126.0,95.5
1486.0,623.0,127.0,100.0
