768.0,432.0,142.0,115.0
768.0,432.0,142.0,115.0
768.0,432.0,142.0,115.5
768.0,432.0,143.5,114.5
768.0,432.0,141.0,114.0
768.0,432.0,140.5,114.5
768.0,432.0,141.0,113.5
768.0,432.0,138.5,112.5
768.0,432.0,140.0,114.0
768.0,432.0,140.0,116.0
768.0,432.0,140.5,115.0
768.0,432.0,145.5,119.0
768.0,432.0,141.5,115.5
768.0,432.0,141.0,114.5
768.0,432.0,138.5,113.0
768.0,432.0,138.0,111.5
768.0,432.0,137.5,111.5
768.0,432.0,137.5,108.5
768.0,432.0,140.5,109.5
768.0,432.0,137.0,110.0
768.0,432.0,139.0,109.5
768.0,432.0,139.5,114.5
768.0,432.0,136.5,108.5
768.0,432.0,134.0,106.0
768.0,432.0,137.5,113.0
768.0,50.0,135.5,106.0
768.0,50.0,133.0,106.5
768.0,50.0,131.0,105.5
768.0,50.0,137.0,109.0
768.0,50.0,135.5,107.5
768.0,50.0,135.5,107.5
768.0,50.0,135.5,107.5
768.0,50.0,136.0,110.0
768.0,50.0,133.0,111.5
768.0,50.0,135.5,110.5
768.0,50.0,136.0,111.5
768.0,50.0,136.0,111.5
768.0,50.0,139.5,111.5
768.0,50.0,134.5,108.5
768.0,50.0,134.5,108.5
768.0,50.0,135.0,109.5
768.0,50.0,133.5,107.5
1486.0,432.0,137.5,108.5
1486.0,432.0,140.5,107.0
1486.0,432.0,140.5,107.5
1486.0,432.0,141.5,110.0
1486.0,432.0,140.0,109.5
1486.0,432.0,142.5,110.5
1486.0,432.0,140.5,108.5
1486.0,432.0,141.5,109.0
1486.0,432.0,138.5,103.5
1486.0,432.0,139.0,107.5
1486.0,432.0,139.0,107.5
1486.0,432.0,140.5,107.5
1486.0,432.0,139.5,108.0
1486.0,432.0,139.5,108.0
1486.0,432.0,143.0,111.0
1486.0,432.0,140.5,108.0
1486.0,432.0,140.5,108.0
768.0,814.0,135.0,111.0
768.0,814.0,133.0,110.0
768.0,814.0,133.0,110.0
768.0,814.0,133.5,110.5
768.0,814.0,133.5,110.5
768.0,814.0,130.0,108.5
768.0,814.0,131.0,111.5
768.0,814.0,130.0,109.0
768.0,814.0,134.5,112.5
768.0,814.0,134.5,112.5
768.0,814.0,132.5,109.5
768.0,814.0,136.5,113.5
768.0,814.0,131.0,107.5
50.0,432.0,126.5,108.5
50.0,432.0,127.0,106.5
50.0,432.0,119.0,105.5
50.0,432.0,124.5,107.5
50.0,432.0,124.5,107.5
50.0,432.0,125.0,108.0
50.0,432.0,124.0,104.0
50.0,432.0,122.0,106.0
50.0,432.0,122.0,106.0
50.0,432.0,122.0,107.0
50.0,432.0,118.5,101.0
50.0,432.0,123.5,108.0
50.0,432.0,124.5,109.0
50.0,432.0,124.5,109.0
50.0,432.0,124.0,107.5
50.0,432.0,122.5,104.0
50.0,432.0,122.5,104.0
50.0,432.0,122.5,102.0
50.0,432.0,123.0,102.5
